ground-truth,zero-shot-p_pos,zero-shot-p_neg,1st-self-one-shot-p_pos,1st-self-one-shot-p_neg,2nd-self-one-shot-p_pos,2nd-self-one-shot-p_neg
0,0.002705162623897195,0.0015612071147188544,0.2791511118412018,0.2108602523803711,0.1661130040884018,0.10492643713951111
1,0.00868274737149477,0.0007212047348730266,0.3407610058784485,0.23443512618541718,0.3178856074810028,0.08420086652040482
0,0.0032235458493232727,0.0006988550303503871,0.32155370712280273,0.3114688992500305,0.2750149071216583,0.10070401430130005
1,0.009177790954709053,0.0014670096570625901,0.3506665825843811,0.3106514513492584,0.39005327224731445,0.14545288681983948
1,0.008706561289727688,0.0021318329963833094,0.33442774415016174,0.33471906185150146,0.22016748785972595,0.08621874451637268
0,0.002934733871370554,0.003325930330902338,0.3586040735244751,0.33707210421562195,0.3453310430049896,0.09366391599178314
0,0.011143242008984089,0.0018817819654941559,0.43790870904922485,0.2881081700325012,0.3479604423046112,0.2524965703487396
0,0.013407532125711441,0.010861323215067387,0.41149279475212097,0.32623299956321716,0.3238106071949005,0.26782524585723877
0,0.009476237930357456,0.0022645583376288414,0.40912798047065735,0.3168211579322815,0.39114418625831604,0.1651957482099533
0,0.0011832114541903138,0.00045283371582627296,0.33772388100624084,0.24478745460510254,0.2856120765209198,0.17764881253242493
0,0.0021233195438981056,0.002088022418320179,0.34726712107658386,0.3045511841773987,0.3241159915924072,0.11680009961128235
0,0.004216478206217289,0.0027490670327097178,0.3950553238391876,0.2813919484615326,0.3574359118938446,0.16628068685531616
0,0.003452249802649021,0.0022010651882737875,0.3708890974521637,0.2281121164560318,0.2900875210762024,0.08304713666439056
1,0.010519906878471375,0.0009738276130519807,0.43738460540771484,0.25942641496658325,0.3763635754585266,0.1580447107553482
